"Account Number","Account Name","Type","Detail Type"
"199","19 Provisões para investimentos financeiros: Outros investimentos financeiros","Ativos não circulantes","Outros ativos não circulantes"
"211","21 Compras: Matérias-primas, subsidiárias e de consumo","Ativos circulantes","Estoque"
"212","21 Compras: Mercadorias","Ativos circulantes","Estoque"
"217","21 Compras: Devoluções de compras","Ativos circulantes","Estoque"
"218","21 Compras: Descontos e abatimentos em compras","Ativos circulantes","Estoque"
"221","22 Matérias-primas, subsidiárias e de consumo: Matérias-primas","Ativos circulantes","Estoque"
"222","22 Matérias-primas, subsidiárias e de consumo: Matérias subsidiárias","Ativos circulantes","Estoque"
"223","22 Matérias-primas, subsidiárias e de consumo: Materiais diversos","Ativos circulantes","Estoque"
"224","22 Matérias-primas, subsidiárias e de consumo: Embalagens de consumo","Ativos circulantes","Estoque"
"225","22 Matérias-primas, subsidiárias e de consumo: Outros materiais","Ativos circulantes","Estoque"
"241","24 Produtos acabados e intermédios: Produtos acabados","Ativos circulantes","Estoque"
"242","24 Produtos acabados e intermédios: Produtos intermédios","Ativos circulantes","Estoque"
"249","24 Produtos acabados e intermédios: Em poder de terceiros","Ativos circulantes","Estoque"
"251","25 Sub-produtos, desperdícios, resíduos e refugos: Sub-produtos","Ativos circulantes","Estoque"
"252","25 Sub-produtos, desperdícios, resíduos e refugos: Desperdícios, resíduos e refugos","Ativos circulantes","Estoque"
"269","26 Mercadorias: Em poder de terceiros","Ativos circulantes","Estoque"
"271","27 Matérias-primas, mercadorias e outros materiais em trânsito: Matérias-primas","Ativos circulantes","Estoque"
"272","27 Matérias-primas, mercadorias e outros materiais em trânsito: Outros materiais","Ativos circulantes","Estoque"
"273","27 Matérias-primas, mercadorias e outros materiais em trânsito: Mercadorias","Ativos circulantes","Estoque"
"281","28 Adiantamentos por conta de compras: Matérias-primas e outros materiais","Ativos circulantes","Despesas pagas antecipadamente"
"282","28 Adiantamentos por conta de compras: Mercadorias","Ativos circulantes","Despesas pagas antecipadamente"
"292","29 Provisão para depreciação de existências: Matérias-primas subsidiárias e de consumo","Ativos circulantes","Outros ativos circulantes"
"293","29 Provisão para depreciação de existências: Produtos e trabalhos em curso","Ativos circulantes","Outros ativos circulantes"
"294","29 Provisão para depreciação de existências: Produtos acabados e intermédios","Ativos circulantes","Outros ativos circulantes"
"295","29 Provisão para depreciação de existências: Sub-produtos, desperdícios, resíduos e refugos","Ativos circulantes","Outros ativos circulantes"
"296","29 Provisão para depreciação de existências: Mercadorias","Ativos circulantes","Outros ativos circulantes"
"311","31 Clientes: Clientes – correntes","Contas a receber (C/R)","Contas a Receber (C/R)"
"312","31 Clientes: Clientes – títulos a receber","Contas a receber (C/R)","Contas a Receber (C/R)"
"313","31 Clientes: Clientes – títulos descontados","Contas a receber (C/R)","Contas a Receber (C/R)"
"318","31 Clientes: Clientes de cobrança duvidosa","Contas a receber (C/R)","Contas a Receber (C/R)"
"319","31 Clientes: Clientes - saldos credores","Contas a receber (C/R)","Contas a Receber (C/R)"
"321","32 Fornecedores: Fornecedores – correntes","Contas a pagar (C/P)","Contas a pagar (C/P)"
"322","32 Fornecedores: Fornecedores – títulos a pagar","Contas a pagar (C/P)","Contas a pagar (C/P)"
"328","32 Fornecedores: Fornecedores – facturas em recepção e conferência","Contas a pagar (C/P)","Contas a pagar (C/P)"
"329","32 Fornecedores: Fornecedores – saldos devedores","Contas a pagar (C/P)","Contas a pagar (C/P)"
"331","33 Empréstimos: Empréstimos bancários","Passivos não circulantes","Títulos a pagar"
"332","33 Empréstimos: Empréstimos por obrigações","Passivos não circulantes","Títulos a pagar"
"333","33 Empréstimos: Empréstimos por títulos de participação","Passivos não circulantes","Títulos a pagar"
"339","33 Empréstimos: Outros empréstimos obtidos","Passivos não circulantes","Títulos a pagar"
"341","34 Estado: Imposto sobre os lucros","Passivos circulantes","obrigação tributária corrente"
"342","34 Estado: Imposto de produção e consumo","Passivos circulantes","obrigação tributária corrente"
"343","34 Estado: Imposto de rendimento de trabalho","Passivos circulantes","obrigação tributária corrente"
"344","34 Estado: Imposto de circulação","Passivos circulantes","obrigação tributária corrente"
"345","34 Estado: IVA","Passivos circulantes","obrigação tributária corrente"
"346","34 Estado: Certificado de crédito fiscal a compensar","Passivos circulantes","obrigação tributária corrente"
"348","34 Estado: Subsídios a preços","Passivos circulantes","obrigação tributária corrente"
"349","34 Estado: Outros impostos","Passivos circulantes","obrigação tributária corrente"
"351","35 Entidades participantes e participadas: Entidades participantes","Passivos circulantes","Outros passivos circulantes"
"352","35 Entidades participantes e participadas: Entidades participadas","Passivos circulantes","Outros passivos circulantes"
"361","36 Pessoal: Pessoal – remunerações","Passivos circulantes","Compensação da folha de pagamento"
"362","36 Pessoal: Pessoal – participação nos resultados","Passivos circulantes","Compensação da folha de pagamento"
"363","36 Pessoal: Pessoal – adiantamentos","Passivos circulantes","Compensação da folha de pagamento"
"369","36 Pessoal: Pessoal – outros","Passivos circulantes","Compensação da folha de pagamento"
"371","37 Outros valores a receber e a pagar: Compras de imobilizado","Passivos circulantes","Outros passivos circulantes"
"372","37 Outros valores a receber e a pagar: Vendas de imobilizado","Ativos circulantes","Outros ativos circulantes"
"373","37 Outros valores a receber e a pagar: Proveitos a facturar","Ativos circulantes","Outros ativos circulantes"
"374","37 Outros valores a receber e a pagar: Encargos a repartir por períodos futuros","Ativos circulantes","Despesas pagas antecipadamente"
"375","37 Outros valores a receber e a pagar: Encargos a pagar","Passivos circulantes","Outros passivos circulantes"
"376","37 Outros valores a receber e a pagar: Proveitos a repartir por períodos futuros","Passivos circulantes","Outros passivos circulantes"
"377","37 Outros valores a receber e a pagar: Contas transitórias","Passivos circulantes","Outros passivos circulantes"
"379","37 Outros valores a receber e a pagar: Outros valores a receber e a pagar","Passivos circulantes","Outros passivos circulantes"
"381","38 Provisões para cobranças duvidosas: Provisões para clientes","Ativos circulantes","Provisão para créditos de liquidação duvidosa"
"382","38 Provisões para cobranças duvidosas: Provisões para saldos devedores de fornecedores","Ativos circulantes","Provisão para créditos de liquidação duvidosa"
"383","38 Provisões para cobranças duvidosas: Provisões p/participantes e participadas","Ativos circulantes","Provisão para créditos de liquidação duvidosa"
"384","38 Provisões para cobranças duvidosas: Provisões p/dívidas do pessoal","Ativos circulantes","Provisão para créditos de liquidação duvidosa"
"389","38 Provisões para cobranças duvidosas: Provisões para outros saldos a receber","Ativos circulantes","Provisão para créditos de liquidação duvidosa"
"391","39 Provisões para outros riscos e encargos: Provisões para pensões","Passivos circulantes","Outros passivos circulantes"
"392","39 Provisões para outros riscos e encargos: Provisões para processos judiciais em curso","Passivos circulantes","Outros passivos circulantes"
"393","39 Provisões para outros riscos e encargos: Provisões para acidentes de trabalho","Passivos circulantes","Outros passivos circulantes"
"394","39 Provisões para outros riscos e encargos: Provisões para garantias dadas a clientes","Passivos circulantes","Outros passivos circulantes"
"399","39 Provisões para outros riscos e encargos: Provisões para outros riscos e encargos","Passivos circulantes","Outros passivos circulantes"
"411","41 Títulos negociáveis: Acções","Ativos circulantes","Investimentos - Outros"
"412","41 Títulos negociáveis: Obrigações","Ativos circulantes","Investimentos - Outros"
"413","41 Títulos negociáveis: Títulos da dívida pública","Ativos circulantes","Investimentos - Outros"
"421","42 Depósitos a prazo: Moeda nacional","Caixa e equivalentes-caixa","Poupança"
"422","42 Depósitos a prazo: Moeda estrangeira","Caixa e equivalentes-caixa","Poupança"
"431","43 Depósitos à ordem: Moeda nacional","Caixa e equivalentes-caixa","Banco"
"432","43 Depósitos à ordem: Moeda estrangeira","Caixa e equivalentes-caixa","Banco"
"441","44 Outros depósitos: Moeda nacional","Caixa e equivalentes-caixa","Poupança"
"442","44 Outros depósitos: Moeda estrangeira","Caixa e equivalentes-caixa","Poupança"
"451","45 Caixa: Fundo fixo","Caixa e equivalentes-caixa","Dinheiro em caixa"
"452","45 Caixa: Valores para depositar","Caixa e equivalentes-caixa","Dinheiro em caixa"
"453","45 Caixa: Valores destinados a pagamentos específicos","Caixa e equivalentes-caixa","Dinheiro em caixa"
"481","48 Conta transitória: Banco ___","Ativos circulantes","Fundos não depositados"
"482","48 Conta transitória: Banco ___","Ativos circulantes","Fundos não depositados"
"491","49 Provisões para aplicações de tesouraria: Títulos negociáveis","Ativos circulantes","Outros ativos circulantes"
"492","49 Provisões para aplicações de tesouraria: Outras aplicações de tesouraria","Ativos circulantes","Outros ativos circulantes"
"521","52 Acções/quotas próprias: Valor nominal","Capital do proprietário","Ações em tesouraria"
"522","52 Acções/quotas próprias: Descontos","Capital do proprietário","Ações em tesouraria"
"523","52 Acções/quotas próprias: Prémios","Capital do proprietário","Ações em tesouraria"
"561","56 Reservas de reavaliação: Legais","Capital do proprietário","Ajuste acumulado"
"562","56 Reservas de reavaliação: Autónomas","Capital do proprietário","Ajuste acumulado"
"611","61 Vendas: Produtos acabados e intermédios","Receita","Receita de venda de produtos"
"612","61 Vendas: Sub-produtos, desperdícios, resíduos e refugos","Receita","Receita de venda de produtos"
"613","61 Vendas: Mercadorias","Receita","Receita de venda de produtos"
"614","61 Vendas: Embalagens de consumo","Receita","Receita de venda de produtos"
"615","61 Vendas: Subsídios a preços","Receita","Receita de venda de produtos"
"617","61 Vendas: Devoluções","Receita","Receita de venda de produtos"
"618","61 Vendas: Descontos e abatimentos","Receita","Receita de venda de produtos"
"619","61 Vendas: Transferência para resultados operacionais","Receita","Receita de venda de produtos"
"621","62 Prestações de serviço: Serviços principais","Receita","Lucro de serviços/comissão"
"622","62 Prestações de serviço: Serviços secundários","Receita","Lucro de serviços/comissão"
"628","62 Prestações de serviço: Descontos e abatimentos","Receita","Lucro de serviços/comissão"
"629","62 Prestações de serviço: Transferência para resultados operacionais","Receita","Lucro de serviços/comissão"
"631","63 Outros proveitos operacionais: Serviços suplementares","Receita","Outros rendimentos primários"
"632","63 Outros proveitos operacionais: Royalties","Receita","Outros rendimentos primários"
"633","63 Outros proveitos operacionais: Subsídios à exploração","Receita","Outros rendimentos primários"
"634","63 Outros proveitos operacionais: Subsídios a investimento","Receita","Outros rendimentos primários"
"635","63 Outros proveitos operacionais: IVA","Receita","Outros rendimentos primários"
"638","63 Outros proveitos operacionais: Outros proveitos e ganhos operacionais","Receita","Outros rendimentos primários"
"639","63 Outros proveitos operacionais: Transferência para resultados operacionais","Receita","Outros rendimentos primários"
"641","64 Variação nos inventários: Produtos e trabalhos em curso","Receita","Outros rendimentos primários"
"642","64 Variação nos inventários: Produtos acabados","Receita","Outros rendimentos primários"
"643","64 Variação nos inventários: Produtos intermédios","Receita","Outros rendimentos primários"
"649","64 Variação nos inventários: Transferência para resultados operacionais","Receita","Outros rendimentos primários"
"651","65 Trabalhos para a própria empresa: Para imobilizado","Receita","Outros rendimentos primários"
"652","65 Trabalhos para a própria empresa: Para encargos a repartir por exercícios futuros","Receita","Outros rendimentos primários"
"659","65 Trabalhos para a própria empresa: Transferência para resultados operacionais","Receita","Outros rendimentos primários"
"661","66 Proveitos e ganhos financeiros gerais: Juros","Outros lucros","Receita de juros"
"662","66 Proveitos e ganhos financeiros gerais: Diferenças de câmbio favoráveis","Outros lucros","Outras receitas diversas"
"663","66 Proveitos e ganhos financeiros gerais: Descontos de pronto pagamento obtidos","Outros lucros","Outra receita de investimento"
"664","66 Proveitos e ganhos financeiros gerais: Rendimentos de investimentos em imóveis","Outros lucros","Outra receita de investimento"
"665","66 Proveitos e ganhos financeiros gerais: Rendimento de participações de capital","Outros lucros","Receita de dividendos"
"666","66 Proveitos e ganhos financeiros gerais: Ganhos na alienação de aplicações financeiras","Outros lucros","Outra receita de investimento"
"667","66 Proveitos e ganhos financeiros gerais: Reposição de provisões","Outros lucros","Outra receita de investimento"
"669","66 Proveitos e ganhos financeiros gerais: Transferência para resultados financeiros","Outros lucros","Outra receita de investimento"
"671","67 Proveitos financeiros em filiais e associadas: Rendimento de participações de capital","Outros lucros","Receita de dividendos"
"679","67 Proveitos financeiros em filiais e associadas: Transferência para resultados","Outros lucros","Receita de dividendos"
"681","68 Outros proveitos não operacionais: Reposição de provisões","Outros lucros","Outras receitas diversas"
"682","68 Outros proveitos não operacionais: Anulação de amortizações extraordinárias","Outros lucros","Outras receitas diversas"
"683","68 Outros proveitos não operacionais: Ganhos em imobilizações","Outros lucros","Outras receitas diversas"
"684","68 Outros proveitos não operacionais: Ganhos em existências","Outros lucros","Outras receitas diversas"
"685","68 Outros proveitos não operacionais: Recuperação de dívidas","Outros lucros","Outras receitas diversas"
"686","68 Outros proveitos não operacionais: Benefícios de penalidades contratuais","Outros lucros","Outras receitas diversas"
"688","68 Outros proveitos não operacionais: Descontinuidade de operações","Outros lucros","Outras receitas diversas"
"689","68 Outros proveitos não operacionais: Alterações de políticas contabilísticas","Outros lucros","Outras receitas diversas"
"691","69 Proveitos e ganhos extraordinários: Ganhos resultantes de catástrofes naturais","Outros lucros","Outras receitas diversas"
"692","69 Proveitos e ganhos extraordinários: Ganhos resultantes de convulsões políticas","Outros lucros","Outras receitas diversas"
"693","69 Proveitos e ganhos extraordinários: Ganhos resultantes de expropriações","Outros lucros","Outras receitas diversas"
"694","69 Proveitos e ganhos extraordinários: Ganhos resultantes de sinistros","Outros lucros","Outras receitas diversas"
"695","69 Proveitos e ganhos extraordinários: Subsídios","Outros lucros","Outras receitas diversas"
"696","69 Proveitos e ganhos extraordinários: Anulação de passivos não exigíveis","Outros lucros","Outras receitas diversas"
"699","69 Proveitos e ganhos extraordinários: Transferência para resultados extraordinários","Outros lucros","Outras receitas diversas"
"711","71 Custo das existências vendidas: Matérias-primas","Custo de mercadorias vendidas","Custo de mercadorias vendidas"
"712","71 Custo das existências vendidas: Matérias subsidiárias","Custo de mercadorias vendidas","Custo de mercadorias vendidas"
"713","71 Custo das existências vendidas: Materiais diversos","Custo de mercadorias vendidas","Custo de mercadorias vendidas"
"714","71 Custo das existências vendidas: Embalagens de consumo","Custo de mercadorias vendidas","Custo de mercadorias vendidas"
"715","71 Custo das existências vendidas: Outros materiais","Custo de mercadorias vendidas","Custo de mercadorias vendidas"
"719","71 Custo das existências vendidas: Transferência para resultados operacionais","Custo de mercadorias vendidas","Custo de mercadorias vendidas"
"721","72 Custos com o pessoal: Remunerações – Órgãos sociais","Despesas","Despesas com folha de pagamento"
"722","72 Custos com o pessoal: Remunerações – Pessoal","Despesas","Despesas com folha de pagamento"
"723","72 Custos com o pessoal: Pensões","Despesas","Despesas com folha de pagamento"
"724","72 Custos com o pessoal: Prémios para pensões","Despesas","Despesas com folha de pagamento"
"725","72 Custos com o pessoal: Encargos sobre remunerações","Despesas","Despesas com folha de pagamento"
"726","72 Custos com o pessoal: Seguros de acidentes de trabalho e doenças profissionais","Despesas","Despesas com folha de pagamento"
"727","72 Custos com o pessoal: Formação","Despesas","Despesas com folha de pagamento"
"728","72 Custos com o pessoal: Outras despesas com o pessoal","Despesas","Despesas com folha de pagamento"
"729","72 Custos com o pessoal: Transferência para resultados operacionais","Despesas","Despesas com folha de pagamento"
"731","73 Amortizações do exercício: Imobilizações corpóreas","Despesas","Despesas de amortização"
"732","73 Amortizações do exercício: Imobilizações incorpóreas","Despesas","Despesas de amortização"
"739","73 Amortizações do exercício: Transferência para resultados operacionais","Despesas","Despesas de amortização"
"751","75 Outros custos e perdas operacionais: Sub-contratos","Despesas","Custo de outros serviços diversos"
"752","75 Outros custos e perdas operacionais: Fornecimentos e serviços de terceiros","Despesas","Despesas gerais de administração/de escritório"
"753","75 Outros custos e perdas operacionais: Impostos","Despesas","Impostos pagos"
"754","75 Outros custos e perdas operacionais: Despesas confidênciais","Despesas","Despesas gerais de administração/de escritório"
"755","75 Outros custos e perdas operacionais: Quotizações","Despesas","Mensalidades e assinaturas"
"756","75 Outros custos e perdas operacionais: Ofertas e Amostras de existências","Despesas","Despesas gerais de administração/de escritório"
"758","75 Outros custos e perdas operacionais: Outros custos e perdas operacionais","Despesas","Despesas gerais de administração/de escritório"
"759","75 Outros custos e perdas operacionais: Transferências para resultados operacionais","Despesas","Despesas gerais de administração/de escritório"
"761","76 Custos e perdas financeiros gerais: Juros","Outras despesas","Juros pagos"
"762","76 Custos e perdas financeiros gerais: Diferenças de câmbio desfavoráveis","Outras despesas","Ganho ou perda cambial"
"763","76 Custos e perdas financeiros gerais: Descontos de pronto pagamento concedidos","Outras despesas","Custos de financiamento"
"764","76 Custos e perdas financeiros gerais: Amortizações de investimentos em imóveis","Outras despesas","Custos de financiamento"
"765","76 Custos e perdas financeiros gerais: Provisões para aplicações financeiras","Outras despesas","Custos de financiamento"
"766","76 Custos e perdas financeiros gerais: Perdas na alienação de aplicações financeiras","Outras despesas","Custos de financiamento"
"767","76 Custos e perdas financeiros gerais: Serviços bancários","Outras despesas","Encargos bancários"
"769","76 Custos e perdas financeiros gerais: Transferência para resultados financeiros","Outras despesas","Custos de financiamento"
"779","77 Custos financeiros em filiais e associadas: Transferência para resultados financeiros","Outras despesas","Custo de outros serviços diversos"
"781","78 Outros custos e perdas não operacionais: Provisões do exercício","Outras despesas","Outras despesas"
"7810","78 Outros custos e perdas não operacionais: Correcções relativas a exercícios anteriores","Outras despesas","Outras despesas"
"7811","78 Outros custos e perdas não operacionais: Outros custos e perdas não operacionais","Outras despesas","Outras despesas"
"7819","78 Outros custos e perdas não operacionais: Transferência para resultados não operacionais","Outras despesas","Outras despesas"
"782","78 Outros custos e perdas não operacionais: Amortizações extraordinárias","Outras despesas","Amortização"
"783","78 Outros custos e perdas não operacionais: Perdas em imobilizações","Outras despesas","Outras despesas"
"784","78 Outros custos e perdas não operacionais: Perdas em existências","Outras despesas","Outras despesas"
"785","78 Outros custos e perdas não operacionais: Dívidas incobráveis","Outras despesas","Outras despesas"
"786","78 Outros custos e perdas não operacionais: Multas e penalidades contratuais","Outras despesas","Multas e conciliações"
"787","78 Outros custos e perdas não operacionais: Custos de reestruturação","Outras despesas","Outras despesas"
"788","78 Outros custos e perdas não operacionais: Descontinuidade de operações","Outras despesas","Outras despesas"
"789","78 Outros custos e perdas não operacionais: Alterações de políticas contabilísticas","Outras despesas","Outras despesas"
"791","79 Custos e perdas extraordinárias: Perdas resultantes de catástrofes naturais","Outras despesas","Outras despesas"
"792","79 Custos e perdas extraordinárias: Perdas resultantes de convulsões políticas","Outras despesas","Outras despesas"
"793","79 Custos e perdas extraordinárias: Perdas resultantes de expropriações","Outras despesas","Outras despesas"
"794","79 Custos e perdas extraordinárias: Perdas resultantes de sinistros","Outras despesas","Outras despesas"
"799","79 Custos e perdas extraordinárias: Transferência para resultados extraordinários","Outras despesas","Outras despesas"
"811","81 Resultados transitados: Ano____","Capital do proprietário","Lucros acumulados"
"812","81 Resultados transitados: Ano____","Capital do proprietário","Lucros acumulados"
"821","82 Resultados operacionais: Vendas","Capital do proprietário","Lucros acumulados"
"8219","82 Resultados operacionais: Transferência para resultados líquidos","Capital do proprietário","Lucros acumulados"
"822","82 Resultados operacionais: Prestações de serviço","Capital do proprietário","Lucros acumulados"
"823","82 Resultados operacionais: Outros proveitos operacionais","Capital do proprietário","Lucros acumulados"
"824","82 Resultados operacionais: Variação nos inventários de produtos acabados e produtos em vias de fabrico","Capital do proprietário","Lucros acumulados"
"825","82 Resultados operacionais: Trabalhos para a própria empresa","Capital do proprietário","Lucros acumulados"
"826","82 Resultados operacionais: Custo das mercadorias vendidas e das matérias consumidas","Capital do proprietário","Lucros acumulados"
"827","82 Resultados operacionais: Custos com o pessoal","Capital do proprietário","Lucros acumulados"
"828","82 Resultados operacionais: Amortizações do exercício","Capital do proprietário","Lucros acumulados"
"829","82 Resultados operacionais: Outros custos operacionais","Capital do proprietário","Lucros acumulados"
"831","83 Resultados financeiros: Proveitos e ganhos financeiros gerais","Capital do proprietário","Lucros acumulados"
"832","83 Resultados financeiros: Custos e perdas financeiros gerais","Capital do proprietário","Lucros acumulados"
"839","83 Resultados financeiros: Transferência para resultados líquidos","Capital do proprietário","Lucros acumulados"
"841","84 Resultados financeiros em filiais e associadas: Proveitos e ganhos em filiais e associadas","Capital do proprietário","Lucros acumulados"
"842","84 Resultados financeiros em filiais e associadas: Custos e perdas em filiais e associadas","Capital do proprietário","Lucros acumulados"
"849","84 Resultados financeiros em filiais e associadas: Transferência para resultados líquidos","Capital do proprietário","Lucros acumulados"
"851","85 Resultados não operacionais: Proveitos e ganhos não operacionais","Capital do proprietário","Lucros acumulados"
"852","85 Resultados não operacionais: Custos e perdas não operacionais","Capital do proprietário","Lucros acumulados"
"859","85 Resultados não operacionais: Transferência para resultados líquidos","Capital do proprietário","Lucros acumulados"
"861","86 Resultados extraordinários: Proveitos e ganhos extraordinários","Capital do proprietário","Lucros acumulados"
"862","86 Resultados extraordinários: Custos e perdas extraordinários","Capital do proprietário","Lucros acumulados"
